Resource Name,Barcode,Location
Mountain Bluebird (36-I),1645,A-1-1
Swainsons Thrush (37-I),8139,A-1-2
Brown Creeper (33-I),8138,A-1-3
White-Breasted Nuthatch (34-I),8137,A-1-4
American Goldfinch (5-J),2872,A-1-5
American Kestrel-M (12-J),2850,A-1-6
House Sparrow-F (8-J),2871,A-1-8
Northern Mockingbird (9-H),2883,A-1-9
Robin (4-H),1651,A-2-1
American Robin (7-H),2873,A-2-2
Varied Thrush (8-H),8133,A-2-3
Cedar Waxwing (10-H),1640,A-2-4
Yellow Warbler (11-H),1631,A-2-5
Yellow-rumped Warbler (12-H),2880,A-2-6
Rufous-Sided Towhee (13-H),1393,A-2-7
California Towhee (14-H),2512,A-3-1
Savannah Sparrow (15-H),1395,A-3-2
Song Sparrow (16-H),1397,A-3-3
Song Sparrow (17-H),1391,A-3-4
White-Crowned Sparrow (21-H),8136,A-3-5
Dark-eyed Junco (22-H),1616,A-3-6
Black-headed Grosbeak (23-H),1646,A-3-7
Red-winged Blackbird-M (24-H),2876,A-3-8
Red-winged Blackbird-F (25-H),2874,A-3-9
Tri-colored Blackbird (28-H),1608,A-4-1
Western Meadowlark (29-H),8134,A-4-2
Brewer's Blackbird (30-H),2870,A-4-3
Brewer's Blackbird (31-H),1617,A-4-4
Brown-headed Cowbird-F (33-H),1392,A-4-5
Brown-headed Cowbird (34-H),2882,A-4-6
House Finch (male+female w/eggs) (36-H),1630,A-4-7
Heart Model #7,1765,B-2-1
Heart Model #10,1764,B-2-2
Heart Model #9,4696,B-2-3
Lung Demonstration Model,1762,B-2-4
Human Pelvic Ball and Joint Model,2796,B-2-5
Stomach Model,1698,B-2-6
Skin Model,1760,B-3-1
Heart Model,1774,B-3-2
Heart Model,1768,B-3-3
Kidney Model,1783,B-3-4
Kidney Tubules Model,1782,B-3-5
Kidney Model,1781,B-3-6
Kidney Model,1780,B-3-7
Mitosis #1,1932,B-4-1
Mitosis #2,1931,B-4-2
Mitosis #3,1938,B-4-3
Mitosis #4,1937,B-4-4
Mitosis #5,1935,B-4-5
Mitosis #6,1936,B-4-6
Mitosis #7,1933,B-4-7
Mitosis #8,1939,B-4-8
Mitosis #9,1934,B-4-9
Cell Model,1928,B-4-10
Plant Cell,1944,B-4-11
Plant Cell Model,3692,B-4-12
Leaf Cross-Section,1942,B-4-13
Typical Cell Model,1940,B-5-1
Typical Cell Model,1925,B-5-2
Typical Cell Model,1926,B-5-3
Animal Cell Model,1929,B-5-4
Plant Cell Model,1930,B-5-5
Dicot Leaf Cross-Section,1941,B-5-6
Leaf Cross-Section,1943,B-5-7
Flower Model,4664,B-5-8
Eye Model,1690,B-6-1
Eye Model,1689,B-6-2
Eye Model,1687,B-6-3
Ear Model,1681,B-6-4
Ear Model,1682,B-6-5
Single Vertebrate Model with Nerves,1750,B-7-1
Teeth in Mandible,1667,B-7-2
Teeth in Mandible,1671,B-7-3
Spinal Cord and Nerves,1696,B-7-4
Tyodont Tooth Model,1668,B-7-5
Human Jaw- Upper and lower jaw model,1202,B-7-6
Tongue Model,1669,B-7-7
Brain Model in Head,1758,B-7-8
Brain Models,5293,B-7-9
Human Skull with Brain,1662,B-7-10
Large Tooth Brush,1674,B-7-11
Large Mouth Model,1678,B-7-11
Large Tooth Brush,1672,B-7-11
Large Mouth Model,1675,B-7-11
Turtle,8876,C-1-1
California Desert Tortoise Shell,9624,C-1-2
Male California Quail,1648,C-1-3
Black Turnstone,1624,C-1-4
Short-Billed Powitcher,1627,C-1-5
Dunlin,1626,C-1-6
Least Sandpiper,1625,C-1-7
Anna's Hummingbird,8140,C-1-8
Black-chinned Hummingbird,8141,C-1-9
Red-breasted Sapsucker (Sphyrapicus ruber),2869,C-1-10
Black Phoebe,2878,C-1-11
Say's Phoebe,2881,C-1-12
Loggerhead Shrike,1642,C-1-13
American Coot,1633,C-2-1
Yellow-Billed Magpie,8018,C-2-2
Common Murre,8034,C-2-3
Oriole Nest,1611,C-2-4
General Zoology Chart: Vertebrates (Birds),1620,C-2-5
General Zoology Chart: Vertebrates (Birds),1621,C-2-5
General Zoology Chart: Vertebrates (Birds),1622,C-2-5
The Human Body Chart,1177,C-2-6
The Human Body: Cranial Bones,5053,C-2-6
The Human Body: Sensory Organs,5054,C-2-6
Human Biology: Sensory Organs,5055,C-2-6
Human Biology: Mouth,5056,C-2-6
Human Body: Section of the Head/Neck,5057,C-2-6
Dog X-Ray,1277,C-2-7
General Zoology Chart: Vertebrates (Reptiles and Amphibians),1276,C-2-7
General Zoology Chart: Vertebrates (Mammals),1279,C-2-7
General Zoology Chart: Vertebrates (Reptiles and Amphibians),1280,C-2-7
Greater Yellow Legs,2851,C-2-8
Yellow Legs,2867,C-2-9
Forester Tern,1632,C-2-10
Red-necked Phalarope,8135,C-2-11
Stellers Jay,1652,C-2-12
Western Scrub Jay,2868,C-2-13
Western Scrub Jay,1188,C-2-14
Barn Swallow,1387,C-2-15
Aquatic Bird Feet,1605,C-3-1
Aquatic Bird Feet,1619,C-3-2
Hawk Talon,2852,C-3-3
Burrowing Owl,1655,C-3-4
Mourning Dove,1614,C-3-5
Mourning Dove,1386,C-3-6
Male Rufous Hummingbird and Nest,1650,C-3-7
Female Northern Flicker,2909,C-3-8
Female Northern Flicker,2877,C-3-9
Cliff Swallow,1647,C-3-10
Western Bluebird,1348,C-3-11
Acorn Wood Pecker Log (Larder),1606,C-3-12
California Quail (1),8046,D-1-1
American Kestral (2),8042,D-1-2
American Kestral (3),8013,D-1-3
Mourning Dove (4),7642,D-1-4
Screech Owl (5),8016,D-1-5
Western Screech Owl (6),8017,D-1-6
Rufous Hummingbird (7),8004,D-1-7
Rufous Hummingbird (8),8006,D-1-8
Anna's Hummingbird (9),8003,D-1-9
Anna's Hummingbird (10),8012,D-1-10
Anna's Hummingbird (11),8011,D-1-11
Red-Breasted Sapsucker (13),7643,D-1-13
Red-Shafted Flicker (14),8047,D-1-14
Western Scrub-jay (15),8020,D-1-15
Western Scrub Jay (16),8049,D-1-16
Western Scrub Jay (17),8258,D-1-17
Western Scrub Jay (18),8259,D-1-18
Cliff Swallow (19),3689,D-1-19
American Robin (20),8251,D-1-20
American Robin (21),8024,D-1-21
Male Robin (22),1733,D-1-22
American Thrasher (23),8043,D-1-23
Bohemian Waxwing (24),7646,D-1-24
Cedar Waxwing (25),7640,D-1-25
California Towhee (26),7639,D-1-26
California Towhee (27),8028,D-1-27
Song Sparrow (28),8000,D-1-28
Goldened-crowned Sparrow (29),3687,D-1-29
Goldened-crowned Sparrow (30),8009,D-1-30
White-crowned Sparrow (31),8010,D-1-31
Red-winged Blackbird (32),8026,D-1-32
Western Meadowlark (33),8031,D-1-33
Western Meadowlark (34),8033,D-1-34
Brewer's Blackbird (35),8027,D-1-35
House Finch (36),8030,D-1-36
House Finch (37),8029,D-1-37
House Sparrow (38),8007,D-1-38
Canary (39),8025,D-1-39
American Avocet (40),8014,D-1-40
Red-Shafted Flicker (41),7648,D-1-41
Western Scrubjay (42),8019,D-1-42
Western Meadowlark (43),3902,D-1-43
Ring-necked Pheasant Egg (1),8278,D-2-1
Golden Pheasant Egg(2),8279,D-2-2
Guinea Fowl Egg (3),8280,D-2-3
California Quail Eggs (4),8281,D-2-4
Black-crowned Night-heron Egg (5),8282,D-2-5
American Kestrel Eggs (6),8283,D-2-6
Killdeer Egg (7),8284,D-2-7
Western Sandpiper Egg (8),8285,D-2-8
Rock Dove Egg(9),8286,D-2-9
Mourning Dove Eggs (10),8287,D-2-10
Western Screech Owl Eggs (11),8289,D-2-11
Northern Pigmy Owl Egg (12),8290,D-2-12
Black-chinned Hummingbird Egg (13),8291,D-2-13
Pileated Woodpecker Egg (14),8292,D-2-14
Possible Woodpecker Egg (15),8293,D-2-15
Northern Flicker Eggs (16),8294,D-2-16
Western Wood-Peewee Eggs (17),8295,D-2-17
Western Flycatcher Eggs (18),8296,D-2-18
Black Phoebe Eggs(19),8297,D-2-19
Western Kingbird Egg (20),8298,D-2-20
Northern Shrike Eggs (21),8299,D-2-21
Warbling Vireo Eggs (22),8059,D-2-22
Steller's Jay Eggs (23),8060,D-2-23
Western Scrub Jay Eggs(24),8061,D-2-24
Purple Martin Eggs (25),8062,D-2-25
Cliff Swallow Egg (26),8063,D-2-26
Barn Swallow Eggs (27),8064,D-2-27
Wrentit Egg (28),8065,D-2-28
Possible Titmouse Species Eggs (29),8066,D-2-29
American Dipper Egg (30),8067,D-2-30
Chestnut-Backed Chickadee (31),8068,D-2-31
Bushtit Eggs (32),8069,D-2-32
Nuthatch Eggs (33),8070,D-2-33
House Wren Eggs (34),8071,D-2-34
Canyon Wren Eggs (35),8072,D-2-35
Nothern Mockingbird Eggs (36),8073,D-2-36
California Thrasher Eggs (37),8074,D-2-37
Cedar Waxwing Eggs (38),8075,D-2-38
Western Bluebird Eggs (39),8076,D-2-39
Swainson's Thrush Eggs (40),8077,D-2-40
American Robin Eggs (41),8078,D-2-41
Varied Thrasher Egg (42),8079,D-2-42
Orange Crowned Warbler Eggs (43),8080,D-2-43
Nashville Warbler Egg (44),8081,D-2-44
Western Tanager Egg (45),8082,D-2-45
California Towhee Eggs (46),8083,D-2-46
Spotted Towhee Eggs (47),8084,D-2-47
Lark Sparrow Egg (48),8085,D-2-48
Grasshopper Sparrow Egg (49),8086,D-2-49
Song Sparrow Eggs (50),8087,D-2-50
Crowned Sparrow Eggs (51),8088,D-2-51
Dark-eyed Junco Eggs (52),8089,D-2-52
Black-headed Grosbesk Eggs (53),8090,D-2-53
Indigo Bunting Eggs (54),8091,D-2-54
Red-winged Blackbird Egg (55),8092,D-2-55
Bi-colored Blackbird Eggs (56),8093,D-2-56
Western Meadowlark Eggs (57),8094,D-2-57
Brewer's Blackbird Egg (58),8095,D-2-58
Bullock's Oriole Eggs (59),8097,D-2-59
Purple Finch Eggs (60),8096,D-2-60
House Finch Eggs (61),8098,D-2-61
American Goldfinch Eggs (62),8099,D-2-62
House Sparrow Eggs (63),8100,D-2-63
Model Bird Eggs (64),8276,D-2-64
Canada Goose Egg (65),8101,D-2-65
Duck Egg (66),8102,D-2-66
Blue Peacock Egg (67),8103,D-2-67
Wild Turkey Egg (68),8104,D-2-68
Great Blue Heron Egg(69),8105,D-2-69
Red-Tailed Hawk Egg(70),8106,D-2-70
Common Murre Egg (71),8107,D-2-71
Unknown Egg (72),8111,D-2-72
Unknown Egg (73),8109,D-2-73
Unknown Eggs (74),8112,D-2-74
Unknown Egg (75),8113,D-2-75
2 Quail and 1 Dove Eggs (76),1398,D-2-76
California Quail Eggs (77),1612,D-2-77
Cooper's Hawk Eggs (78),8108,D-2-78
Oak Titmouse Nest with Eggs (79),7677,D-2-79
Great Horned Owl Eggs (80),8110,D-2-80
Bird Feather Diversity,8261,D-3-1
Miscellaneous Bird Feathers,3682,D-3-2
Mallard Contour Feathers,3864,D-3-3
Cinnamon Teal Feather- Female,8122,D-3-4
Wood Pecker Flight Feathers,8256,D-3-5
Bird Feathers,8255,D-3-6
Marllard Feather,8266,D-3-7
Owl Contour Feathers,2725,D-3-8
Black Swan Feather,3665,D-3-9
Miscellaneous Bird Feathers,4650,D-3-10
Red-shafted Flicker Feathers,3677,D-3-11
Craft Feathers,8121,D-3-12
Barn Owl Wings,1623,D-3-13
Northern Pintail Male Wings,2922,D-3-14
"Lories,parakeets,macaws,parrots feathers",8273,D-3-15
Northern Flicker Feathers,8117,D-3-16
Miscellaneous Bird Feathers,8116,D-3-17
Red-shaftted Flicker Feathers,8257,D-3-18
Turkey-Domestic Feather,8118,D-3-19
Ring-necked Pheasant Feathers,8270,D-3-20
Ring-necked Pheasant Feathers,8119,D-3-21
Blue Pheasant Feather,8264,D-3-22
Ring-necked Pheasant Feathers,8269,D-3-23
Pheasant Feathers,2720,D-3-24
Rock Dove Feathers,3664,D-3-25
Miscellaneous Bird Feathers,8115,D-3-26
Feather Assortment,8868,D-3-27
Great Eget-breeding feathers from back,8268,D-3-28
Gull Species-flight feathers,8272,D-3-29
Mallard Feather,8120,D-3-30
Owl Feathers,8265,D-3-31
Barn Owl Feathers,8267,D-3-32
Barn Owl Feathers,8274,D-3-33
Barn Owl Wing,8252,D-3-34
Great Horned Owl Feathers,8263,D-3-35
Bird Feahter Diversity,8262,D-3-36
Gold and Yellow Macaw Feather,3675,D-3-37
Ringed-necked Pheasant Feathers,3660,D-3-38
Miscellaneous Bird Feathers,3661,D-3-39
Miscellaneous Bird Feathers,3676,D-3-40
Steller's Jay Nest,7675,D-4-1
Red-winged Blackbird Nest,7631,D-4-2
Brewer's Blackbird Nest,7632,D-4-3
Barn Swallow Nest,7674,D-4-4
Black-headed Grosbesk Nest,7697,D-4-5
House Finch Nest,7637,D-4-6
Lesser Goldfinch Nest,7638,D-4-7
California Towhee Nest,7626,D-4-8
Spotted Towhee Nest,7698,D-4-9
Norther Mockingbird Nest,7690,D-4-10
Song Sparrow Nest,7630,D-4-11
American Robin Nest,7687,D-4-12
American Robin Nest,7688,D-4-13
Black Phoebe Nest,7673,E-1-1
Chestnut-Backed Chickadee Nest,7676,E-1-2
Brown Creeper Nest,7681,E-1-3
Anna's Hummingbird Nest,7669,E-1-4
Black-chinned Hummingbird Nest,7667,E-1-5
Black-chinned Hummingbird Nest,7668,E-1-6
Allen's Hummingbird Nest,7670,E-1-7
Aquatic Bird Feet,1607,E-1-8
Aquatic Bird Feet-Duck Species,3869,E-1-9
Bird Skull,3871,E-1-10
Box of Bird Bones,3867,E-1-11
Chick's Development,1576,E-1-12
Apple Snail Shells,8371,E-1-13
Duck Species Skull (1),8128,E-1-14
Duck Species Skull (2),8129,E-1-15
Western Grebe Skull (3),8127,E-1-16
Western Grebe Skull (4),8131,E-1-17
Northern Fulmar (5),8126,E-1-18
Brandt's Cormorant Skull (7),8125,E-1-19
Brandt's Cormorant Skull (8),8124,E-1-20
Brandt's Cormorant Skull (9),8132,E-1-21
American Bittern Skull (10),8145,E-1-22
Heron Family Skull (11),8241,E-1-23
Western Gull Skull (12),8123,E-1-24
Gull Species Skull (13),8143,E-1-25
Common Murre Skull (14),8144,E-1-26
American Crow Skull (15),8149,E-1-27
Common Raven Skull (16),8130,E-1-28
Crow Foot Print,3872,E-1-29
Pied-billed Grebe foot print,3873,E-1-30
Bats display (7 bats),2125,E-2-1
African Porcupine Quills,2337,E-2-2
Tree Trunk bitten off a beaver,1869,E-2-2
Wood Chewed by Beaver,1870,E-2-2
Porcupine Quills,5282,E-2-2
Porcupine Quills and Fur,2336,E-2-2
Moary and Western Red Bats,2129,E-2-3
Bat Display (6 bats),2130,E-2-4
Bat Species (Unknown),2124,E-2-5
Pallid Bat,2123,E-2-6
Mexican Free-tailed Bat,2126,E-2-7
Pallid Bat,2131,E-2-8
Big Brown Bat,2128,E-2-9
Mexican Free-tailed Bat,2127,E-2-10
Weasel,8877,E-2-11
Douglas Ground Squirrel,8915,E-2-12
Norway Rat,2714,E-2-13
Kangaroo Rat,2708,E-2-14
Pacific Mole,2717,E-2-15
Mole with Mole Skull,2716,E-2-16
Chipmunk,8916,E-2-17
House Mouse,1895,E-2-18
California Harvest Mouse,1893,E-2-19
Pocket Gopher,2719,E-2-20
Mole,2718,E-2-21
White Footed Mouse,1901,E-2-22
Chipmunk,1892,E-2-23
California Mouse,1899,E-2-24
Pinyon Mouse,1897,E-2-25
Pinyon Mouse,1898,E-2-26
Wild Boar and Mandible,2026,E-3-1
Rabbit Skull,1844,E-3-2
Bobcat Skull,2341,E-3-3
Cat Skull,1846,E-3-4
Opposum Skull,1446,E-3-5
Rabbit Skull,1845,E-3-6
Muskrat Skull,1837,E-3-7
Striped Skunk,1447,E-3-8
Rabbit Skull,1842,E-3-9
Porcupine Skull,1840,E-3-10
Squirrel Skull,1839,E-3-11
Mink Skull,2338,E-3-12
Rabbit Skull,1953,E-3-13
Racoon Skull,1955,E-3-14
Cat Skull,1951,E-3-15
Skunk Skull,2342,E-3-16
Guinea Pig Skull,2340,E-3-17
Beaver skull,1132,E-3-18
Rabbit Skull,1835,E-3-19
Muskrat Skull,1836,E-3-20
Squirrel Skull,1831,E-3-21
Deer Mandible,1263,E-3-22
Sheep Mandible,8878,E-3-23
Blacktail Jackrabbit,8725,E-3-24
Rabbit Skull,1866,E-3-25
Squirrel Skull,1834,E-3-26
Mole Skull,1863,E-3-27
Mink Skull,9506,E-3-28
Squirrel Skull,1864,E-3-29
Mink Skull,2343,E-3-30
Mink Skull,2831,E-3-31
Rat Skull,1189,E-3-32
Norway Rat Skull,1855,E-3-33
Roof Rat Skull,1852,E-3-34
Bobcat Jaw,9505,E-3-35
Mus Skull,1861,E-3-36
Kangaroo Rat Skull,1849,E-3-37
Rat Skull,1854,E-3-38
Norway Rat Skull,1856,E-3-39
Assorted Teeth for Calcium Testing,1867,E-3-40
Ratus Norvegious Skull,1862,E-3-41
Wood Rat Skull,1858,E-3-42
Kangaroo Rat Skull,1850,E-3-43
Wood Rat Skull,1859,E-3-44
Norway Rat Skull,1857,E-3-45
Kangaroo Rat Skull,1851,E-3-46
Rattus Norvegicus Skull,2345,E-3-47
Peromyscus Truei Mouse Skull,1860,E-3-48
Rat Skull,1853,E-3-49
Rabbit Skull,1865,E-3-50
Rabbit Skull,1866,E-3-51
Male Reproductive System Model,1784,E-4-1
Human Head Section,1770,E-4-2
Skin Model,1761,E-4-3
Eye Model,1693,E-4-4
Eye Model,1694,E-4-5
Human Head Section,1769,E-4-6
Female Reproductive System Model,1785,E-4-7
Female Reproductive System Model,1779,E-4-8
Smooth Muscle,1776,E-4-9
Straited Muscle,1775,E-4-10
Straited Muscle,1778,E-4-11
Cardiac Muscle,1777,E-4-12
Dog Skeleton,4700,F-1-1
Pelican skeleton,8147,F-1-2
Northern Harrier/Marsh Hawk,1915,F-1-3
Long-Eared Owl,1273,F-1-4
Great Horned Owl,1917,F-1-5
Female Bufflehead,1628,F-1-6
Female American Kestrel,1653,F-1-7
Go Green to Grow Green (Photosynthesis and Cellular Respiration),4679,F-2-1
Human Skull,1661,F-2-2
Pan. tr. troglodytes Skull,2858,F-2-2
"A. Afarensis Skull (""Lucy"")",2857,F-2-2
Turtle Skeleton,1185,F-2-2
Cow Skull,8880,F-2-2
Female Canvas Back,1638,F-2-3
Animals of the Burgess Shale,2550,F-2-4
Life in the Burgess Shale,4654,F-2-4
Dog Skull,1131,F-2-4
"Sheep Radius, Ulna, Skull, Mandible",1370,F-2-4
Chicken Skeleton,1618,F-2-5
Chicken Skeleton,1186,F-2-5
Go Green to Grow Green (Photosynthesis and Cellular Respiration),4679,F-3-1
Hominid Skulls (Box A),1448,F-3-2
Hominid Skulls (Box B),1449,F-3-3
Early Man Skull Set,2981,F-3-4
Water Snake Skeleton,1182,F-3-5
Tooth Cross Section Diagram,2500,F-3-6
Deer Mandible,2884,F-4-1
Cow Vertebrae,8893,F-4-1
Beaver Skulls,1841,F-4-1
Beaver Skull ,2830,F-4-1
Cow Elbow Joints,1365,F-4-1
Dog Skull,2029,F-4-1
Dog Skull,2013,F-4-1
Bear Skull,2014,F-4-1
Coyote Skull,2028,F-4-1
Dog Skull,2030,F-4-1
Gray Fox Skull,1135,F-4-1
Dog Skull,1952,F-4-1
Shark Jaw with teeth,1460,F-4-2
Lobster Parts,1224,F-4-2
Fossil Shark Teeth,2348,F-4-2
Whalebone Vertebrae,8041,F-4-2
Crab Claw,2429,F-4-2
Shark Jaw,1461,F-4-2
Human Spine and Pelvis,7849,F-4-3
Human Spine Model,8894,F-4-3
Human Spine Model,8895,F-4-3
Human Femur,7847,F-4-3
Human Right Leg,7548,F-4-3
Human Right Leg,7848,F-4-3
Scapula and Arm ,7772,F-4-3
Split Femur,8896,F-4-3
Wooden Arm,8897,F-4-3
Human Right Arm ,9197,F-4-3
Human Bone Cross Section,7839,F-4-3
American Avocet,1920,G-1-1
Typical Vertebrate Fish Model,1327,G-1-2
Double Helix DNA 24 bp Model,5586,G-1-3
Double Helix DNA 12 bp Model,5587,G-2-1
American Alligator Skeleton,1335,G-3-1
Chiton,1114,G-3-2
Chiton,1115,G-3-2
Chiton (Katharina tunicata),1118,G-3-2
Rough-Skinned Newt,9567,G-3-2
Lined Shore Crab,1113,G-3-2
Chiton,1107,G-3-2
Kelp Crab,1111,G-3-2
Pacific Tree Frog,9568,G-3-2
Lined Shore Crab,1113,G-3-2
California Slender Salamander,1120,G-3-2
Western Fence Lizard,9566,G-3-2
Rattlesnake,1122,G-3-3
Garter Snake,1121,G-3-3
Scorpion,1112,G-3-4
Banded Garden Spiders (Male and Female),1106,G-3-4
Development of Red-Leg Grasshopper,1119,G-3-4
Polychaeta Sandworm,1109,G-3-4
Whiptail Scorpion,1110,G-3-4
Annelid Worm,1123,G-3-4
Scorpion,2009,G-3-4
Centipede,1116,G-3-4
Pacific Tree Frog,8869,G-3-4
Millipede,1117,G-3-4
Water Scavenger,1108,G-3-4
Human Body Model,5572,G-4-1
Human Body Model ,1732,G-4-2
"Human Skeleton (""Leggs Akimbo"")",1400,G-4-3
Landbirds- Migratory Birds of the Southeast,9430,Poster Drawer
Birds of the Sierra Nevada,9592,Poster Drawer
Animals/ Plants - Endangered Species the Road to Recovery,9429,Poster Drawer
Morphlogy of the Flower,4794,Poster Drawer
Waterfowl,6810,Poster Drawer
Winter Birds,1724,Poster Drawer
Mammals of the Mountain,6824,Poster Drawer
Marsh and Water Birds,6822,Poster Drawer
Birds of Prey,6823,Poster Drawer
Mammals of Farm and Woodlot,1723,Poster Drawer
Game Birds,6821,Poster Drawer
Marine Fishes of the California Current and Adjacent Waters,9428,Poster Drawer
Know Your Ducks,6820,Poster Drawer
The Age of Reptiles,9408,Poster Drawer
"Letter ""E"" (A1)",3300,R-A
"Letter ""E"" (A2)",3301,R-A
"Letter ""E"" (A4)",3302,R-A
"Letter ""E"" (A5)",3303,R-A
"Letter ""E"" (A9)",3304,R-A
Silk W.M (A11),3305,R-A
Silk W.M (A12),3306,R-A
Silk W.M (A13),3307,R-A
Silk W.M (A14),3308,R-A
Cross Fibers (A16),3309,R-A
Cross Fibers (A17),3310,R-A
Cross Fibers (A18),3311,R-A
Texile Fibers (A20),5273,R-A
Texile Fibers (A21),3312,R-A
Texile Fibers (A22),3313,R-A
Texile Fibers (A23),3314,R-A
Texile Fibers (A24),3315,R-A
Texile Fibers (A25),3316,R-A
Texile Fibers (A26),3317,R-A
Texile Fibers (A27),3318,R-A
Texile Fibers (A28),3319,R-A
Allium Root Tip Mitosis (B1),3320,R-B
Allium Root Tip Mitosis (B2),3321,R-B
Allium Root Tip Mitosis (B3),3322,R-B
Mitosis Onion Root Tip (B4),3323,R-B
Mitosis Onion Root Tip (B5),3324,R-B
Onion Root Mitosis (B6),3325,R-B
Onion Root Tip (B7),3326,R-B
"Ascaris Megalocephala, pronuclei (B8)",3327,R-B
"Ascaris Megalocephala, Mitosis (B9)",3328,R-B
"Ascaris Megalocephala, Mitosis (B10)",3329,R-B
"Ascaris Megalocephala, Mitosis (B11)",3330,R-B
"Ascaris Megalocephala, Mitosis (B12)",3331,R-B
"Ascaris Megalocephala, Mitosis (B13)",3332,R-B
"Ascaris Megalocephala, Mitosis (B14)",3333,R-B
"Ascaris Megalocephala, Mitosis (B15)",3334,R-B
"Ascaris Megalocephala, Mitosis (B16)",3335,R-B
"Ascaris Megalocephala, Maturation (B17)",3336,R-B
"Ascaris, Late Cleavage (B18)",3337,R-B
Frog Gastrula typ. sag. sec. (B22),3338,R-B
Development Frog Gastrula mid (B23),3339,R-B
Development Neurula C.S. Frog (B24),3340,R-B
Development Neurula L.S. Frog (B25),3341,R-B
Chicken Embryo 24 hrs (B26),3342,R-B
Chicken Embryo 24 hrs (B27),3343,R-B
Chicken Embryo 24 hrs (B28),3344,R-B
Chicken Embryo 24 hrs (B29),3345,R-B
Chicken Embryo 24 hrs (B30),3346,R-B
Chicken Embryo 32 hrs (B31),3347,R-B
Chicken Embryo 32 hrs (B32),3348,R-B
Chicken Embryo 33 hrs (B33),3349,R-B
Chicken Embryo 38 hrs (B34),3350,R-B
Chicken Embryo 38 hrs (B35),3351,R-B
Chicken Embryo 38 hrs (B36),3352,R-B
Chicken Embryo 64 hrs (B37),3353,R-B
Chicken Embryo 72 hrs (B38),3354,R-B
Chicken Embryo 72 hrs (B39),3355,R-B
Chicken Embryo 72 hrs (B40),3356,R-B
Chicken Embryo 72 hrs (B41),3357,R-B
Chicken Embryo 72 hrs (B42),3358,R-B
Chicken Embryo 72 hrs (B43),3359,R-B
Chicken Embryo 84 hrs (B44),3360,R-B
